"5","1","1","0"
"3","1","1","0"
"4","1","1","0"
"6","1","1","0"
"8","1","1","0"
"2","1","1","0"
"7","1","1","0"
"1","1","1","0"
"11","1","1","0"
"9","1","1","0"
"10","1","1","0"
"13","1","1","0"
"14","1","0","0"
"15","1","1","0"
"12","1","1","0"
"17","1","1","0"
"20","1","1","0"
"18","1","1","0"
"16","1","1","0"
"21","1","1","0"
"19","1","0","0"
"23","1","1","0"
"22","1","1","0"
"24","1","1","0"
"25","1","1","0"
"29","1","1","0"
"31","1","1","0"
"26","1","1","0"
"30","1","1","0"
"27","1","1","0"
"28","1","1","0"
"32","1","1","0"
"36","1","0","0"
"33","1","1","0"
"37","1","1","0"
"35","1","1","0"
"34","1","1","0"
"39","1","1","0"
"41","1","1","0"
"40","1","1","0"
"42","1","1","0"
"38","1","1","0"
"44","1","1","0"
"43","1","1","0"
"45","1","1","0"
"46","1","1","0"
"49","1","0","0"
"47","1","1","0"
"48","1","1","0"
"50","1","1","0"
"54","1","0","0"
"51","1","1","0"
"53","1","1","0"
"52","1","1","0"
"55","1","1","0"
"56","1","1","0"
"57","1","0","0"
"63","1","1","0"
"60","1","1","0"
"59","1","1","0"
"62","1","1","0"
"61","1","1","0"
"58","1","2","0"
"64","1","2","0"
"65","1","2","0"
"70","1","0","0"
"69","1","1","0"
"72","1","0","0"
"68","1","1","0"
"67","1","1","0"
"66","1","1","0"
"71","1","1","0"
"73","1","1","0"
"74","1","1","0"
"76","1","1","0"
"77","1","0","0"
"75","1","1","0"
"78","1","1","0"
"79","1","1","0"
"81","1","1","0"
"80","1","1","0"
"82","1","0","0"
"85","1","1","0"
"83","1","1","0"
"84","1","1","0"
"86","1","1","0"
"87","1","0","0"
"90","1","1","0"
"88","1","1","0"
"89","1","1","0"
"92","1","1","0"
"93","1","1","0"
"94","1","0","0"
"91","1","1","0"
"96","1","1","0"
"95","1","1","0"
"97","1","1","0"
"98","1","1","0"
"99","1","1","0"
"102","2","1","0"
"100","1","1","0"
"101","2","2","0"
"103","2","1","0"
"104","2","1","0"
"106","2","1","0"
"107","2","1","0"
"105","2","1","0"
"109","2","1","0"
"108","2","1","0"
"111","2","1","0"
"110","2","1","0"
"113","2","1","0"
"115","2","1","0"
"112","2","1","0"
"116","2","1","0"
"118","2","1","0"
"117","2","1","0"
"114","2","1","0"
"119","2","1","0"
"124","2","1","0"
"120","2","2","0"
"121","2","1","0"
"122","2","2","0"
"126","2","1","0"
"125","2","1","0"
"123","2","2","0"
"127","2","1","0"
"128","2","1","0"
"133","2","1","0"
"130","2","1","0"
"129","2","1","0"
"134","2","1","0"
"132","2","1","0"
"131","2","1","0"
"135","2","1","0"
"136","2","1","0"
"141","2","1","0"
"138","2","1","0"
"137","2","1","0"
"139","2","1","0"
"140","2","1","0"
"142","2","1","0"
"143","2","1","0"
"144","2","1","0"
"145","2","1","0"
"148","2","1","0"
"147","2","1","0"
"149","2","2","0"
"146","2","1","0"
"151","2","1","0"
"150","2","1","0"
"152","2","1","0"
"154","2","1","0"
"155","2","1","0"
"153","2","2","0"
"157","2","0","0"
"156","2","2","0"
"160","2","1","0"
"158","2","1","0"
"162","2","1","0"
"159","2","2","0"
"161","2","1","0"
"165","2","1","0"
"163","2","1","0"
"167","2","1","0"
"166","2","1","0"
"164","2","2","0"
"168","2","1","0"
"169","2","1","0"
"170","2","1","0"
"171","2","1","0"
"172","2","1","0"
"174","2","1","0"
"173","2","2","0"
"176","2","1","0"
"175","2","2","0"
"178","2","1","0"
"177","2","1","0"
"180","2","1","0"
"179","2","1","0"
"181","2","1","0"
"183","2","1","0"
"182","2","1","0"
"185","2","1","0"
"184","2","2","0"
"187","2","1","0"
"188","2","1","0"
"189","2","1","0"
"191","2","1","0"
"186","2","2","0"
"190","2","1","0"
"194","2","1","0"
"193","2","1","0"
"192","2","1","0"
"195","2","2","0"
"198","2","1","0"
"196","2","1","0"
"197","2","1","0"
"199","2","1","0"
"202","3","1","0"
"203","3","1","0"
"200","2","1","0"
"201","3","2","0"
"207","3","1","0"
"205","3","2","0"
"206","3","2","0"
"204","3","1","0"
"209","3","1","0"
"208","3","1","0"
"210","3","1","0"
"211","3","1","0"
"212","3","1","0"
"213","3","1","0"
"214","3","1","0"
"216","3","1","0"
"217","3","1","0"
"215","3","2","0"
"219","3","1","0"
"218","3","1","0"
"222","3","1","0"
"220","3","2","0"
"223","3","1","0"
"224","3","2","0"
"221","3","2","0"
"227","3","1","0"
"225","3","1","0"
"226","3","1","0"
"230","3","1","0"
"228","3","1","0"
"231","3","2","0"
"229","3","1","0"
"233","3","1","0"
"232","3","2","0"
"234","3","1","0"
"235","3","1","0"
"237","3","1","0"
"236","3","1","0"
"239","3","1","0"
"238","3","1","0"
"241","3","1","0"
"240","3","3","0"
"242","3","1","0"
"245","3","1","0"
"244","3","1","0"
"243","3","2","0"
"246","3","1","0"
"247","3","2","0"
"248","3","1","0"
"249","3","1","0"
"251","3","2","0"
"252","3","1","0"
"253","3","1","0"
"254","3","1","0"
"255","3","1","0"
"250","3","2","0"
"256","3","1","0"
"258","3","1","0"
"257","3","1","0"
"259","3","1","0"
"260","3","2","0"
"261","3","1","0"
"262","3","1","0"
"265","3","1","0"
"263","3","1","0"
"266","3","1","0"
"264","3","1","0"
"267","3","1","0"
"269","3","1","0"
"268","3","1","0"
"270","3","1","0"
"271","3","1","0"
"274","3","1","0"
"272","3","1","0"
"273","3","1","0"
"275","3","2","0"
"276","3","1","0"
"279","3","1","0"
"278","3","1","0"
"280","3","1","0"
"277","3","3","0"
"282","3","2","0"
"283","3","1","0"
"285","3","1","0"
"281","3","2","0"
"284","3","1","0"
"286","3","1","0"
"289","3","1","0"
"287","3","1","0"
"290","3","1","0"
"288","3","2","0"
"292","3","1","0"
"291","3","2","0"
"294","3","2","0"
"293","3","2","0"
"297","3","1","0"
"296","3","1","0"
"295","3","2","0"
"298","3","1","0"
"300","3","2","0"
"299","3","1","0"
"301","4","2","0"
"302","4","1","0"
"305","4","1","0"
"303","4","1","0"
"304","4","1","0"
"306","4","2","0"
"307","4","1","0"
"308","4","1","0"
"309","4","1","0"
"310","4","1","0"
"311","4","1","0"
"313","4","1","0"
"312","4","3","0"
"315","4","1","0"
"314","4","1","0"
"318","4","1","0"
"317","4","1","0"
"316","4","1","0"
"319","4","1","0"
"322","4","1","0"
"320","4","1","0"
"323","4","1","0"
"325","4","1","0"
"324","4","1","0"
"321","4","1","0"
"326","4","1","0"
"327","4","1","0"
"333","4","1","0"
"328","4","2","0"
"331","4","3","0"
"329","4","2","0"
"330","4","1","0"
"334","4","1","0"
"332","4","3","0"
"335","4","1","0"
"336","4","1","0"
"337","4","1","0"
"339","4","1","0"
"338","4","1","0"
"340","4","1","0"
"343","4","1","0"
"341","4","1","0"
"342","4","1","0"
"345","4","3","0"
